epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
530,3624.45,0.81579,0.88126,0.55743,0.84443,0.90844,0.99285,0.98591,0.54345,0.90844,0.99285,0.98591,0.49615,0.81119,0.76735,0.57795,0.75936,0.000647816,0.000647816,0.000647816
531,3631.36,0.8183,0.9594,0.6722,0.82002,0.90796,0.98751,0.98591,0.62308,0.90796,0.98751,0.98591,0.5145,0.80136,0.7834,0.58681,0.76297,0.000646494,0.000646494,0.000646494
532,3638.13,0.78225,0.90766,0.68818,0.81886,0.82924,0.97301,0.96167,0.62704,0.82924,0.97301,0.96167,0.43018,0.84322,0.88807,0.60036,0.78134,0.000645189,0.000645189,0.000645189
533,3645.11,0.81957,1.04779,0.76822,0.85674,0.827,0.95821,0.96167,0.58581,0.827,0.95821,0.96167,0.33993,0.86365,0.95533,0.58259,0.80308,0.000643903,0.000643903,0.000643903
534,3652.08,0.81347,0.90555,0.81171,0.93755,0.83096,0.98433,0.96167,0.62893,0.83096,0.98433,0.96167,0.42331,0.85397,0.84413,0.5818,0.80464,0.000642634,0.000642634,0.000642634
535,3659.2,0.81989,1.00208,0.68339,0.8719,0.89977,0.89789,0.96833,0.63106,0.89977,0.89789,0.96833,0.46256,0.86824,0.77794,0.57967,0.79455,0.000641383,0.000641383,0.000641383
536,3665.95,0.74424,0.78696,0.5778,0.74736,0.89287,0.9,0.92262,0.57177,0.89287,0.9,0.92262,0.44625,0.88888,0.79544,0.56893,0.80163,0.000640151,0.000640151,0.000640151
537,3672.87,0.95968,1.14182,0.82103,1.01932,0.89056,0.9,0.90848,0.56669,0.89056,0.9,0.90848,0.44364,0.89414,0.83029,0.59999,0.79329,0.000638937,0.000638937,0.000638937
538,3679.62,0.72914,0.81423,0.65101,0.74893,0.99468,0.9,0.93667,0.5799,0.99468,0.9,0.93667,0.47026,0.85009,0.84423,0.62416,0.78343,0.00063774,0.00063774,0.00063774
539,3686.74,0.72787,0.89511,0.69279,0.80672,0.99534,0.9,0.96643,0.63059,0.99534,0.9,0.96643,0.48276,0.76868,0.80616,0.55681,0.77111,0.000636562,0.000636562,0.000636562
540,3693.71,0.87901,1.03143,0.82427,0.93436,1,0.9863,0.995,0.69116,0.99093,0.9,0.97833,0.50797,0.73929,0.75109,0.49085,0.78426,0.000635402,0.000635402,0.000635402
541,3700.87,0.88013,0.97894,0.79231,0.92817,0.99087,0.9,0.98591,0.62617,0.99087,0.9,0.98591,0.50433,0.77636,0.74338,0.50541,0.80077,0.00063426,0.00063426,0.00063426
542,3707.68,0.7596,0.85754,0.71513,0.84886,0.97734,0.9,0.98591,0.60441,0.97734,0.9,0.98591,0.47401,0.83833,0.76053,0.5597,0.83254,0.000633137,0.000633137,0.000633137
543,3714.77,0.94176,1.05561,0.89126,1.00934,0.98178,0.9,0.96643,0.58904,0.98178,0.9,0.96643,0.48349,0.85767,0.79541,0.55567,0.87493,0.000632032,0.000632032,0.000632032
544,3721.69,0.73417,0.87342,0.66105,0.83077,0.88801,0.9,0.96192,0.6015,0.88801,0.9,0.96192,0.5182,0.84764,0.78843,0.53977,0.89973,0.000630945,0.000630945,0.000630945
545,3728.44,0.80329,0.96315,0.70924,0.84437,0.88999,0.9,0.96833,0.60756,0.88999,0.9,0.96833,0.50647,0.84243,0.75191,0.54225,0.89531,0.000629876,0.000629876,0.000629876
546,3735.69,1.1029,1.24292,0.98006,1.10854,0.89176,0.9,0.96833,0.60666,0.89176,0.9,0.96833,0.49746,0.87886,0.75014,0.53463,0.89458,0.000628826,0.000628826,0.000628826
547,3742.15,0.70816,0.75479,0.6697,0.76634,0.88578,0.9,0.94643,0.59334,0.88578,0.9,0.94643,0.47392,0.9007,0.77196,0.5272,0.91239,0.000627794,0.000627794,0.000627794
548,3748.77,0.69256,0.80406,0.71466,0.80093,0.89258,0.83321,0.89417,0.49332,0.89258,0.83321,0.93045,0.45967,0.95004,0.80779,0.58137,0.90454,0.000626781,0.000626781,0.000626781
549,3755.83,0.69514,0.83962,0.59671,0.72233,0.89923,0.89308,0.92667,0.53524,0.89923,0.89308,0.92667,0.45143,1.01926,0.8313,0.6218,0.9264,0.000625786,0.000625786,0.000625786
550,3763,0.82691,0.91662,0.67956,0.84255,0.96486,0.8,0.93237,0.48716,0.96486,0.8,0.93237,0.46479,1.04812,0.82759,0.68879,0.94188,0.00062481,0.00062481,0.00062481
551,3769.58,0.77895,0.89959,0.7515,0.83584,0.89627,0.86645,0.95643,0.51425,0.89627,0.86645,0.95643,0.50427,0.97544,0.78212,0.66371,0.91662,0.000623852,0.000623852,0.000623852
552,3776.07,0.77435,0.89777,0.62583,0.84498,0.89951,0.89561,0.95643,0.56073,0.89951,0.89561,0.95643,0.537,0.8823,0.75903,0.5964,0.88055,0.000622913,0.000622913,0.000622913
553,3783.34,0.88319,1.07503,0.74059,0.95005,0.88531,0.9,0.91056,0.56893,0.88531,0.9,0.91056,0.49364,0.90252,0.79344,0.62526,0.90217,0.000621992,0.000621992,0.000621992
554,3789.98,0.74252,0.85741,0.62989,0.7804,0.87514,0.9,0.86738,0.54908,0.87514,0.9,0.86738,0.39756,1.00489,0.90458,0.62766,0.96634,0.00062109,0.00062109,0.00062109
555,3797.23,0.85749,1.05348,0.73677,0.93986,0.87841,0.9,0.88576,0.5424,0.87841,0.9,0.88576,0.43151,1.01191,0.87293,0.67774,0.98457,0.000620206,0.000620206,0.000620206
556,3803.87,0.82117,0.91732,0.74897,0.84532,0.79863,0.9,0.87541,0.52923,0.79863,0.9,0.89202,0.45575,1.0078,0.81006,0.71285,1.04284,0.000619341,0.000619341,0.000619341
557,3810.65,0.59624,0.74391,0.52176,0.7075,0.77759,0.8,0.81548,0.51805,0.87847,0.9,0.94056,0.45635,0.9986,0.81453,0.66392,1.06975,0.000618495,0.000618495,0.000618495
558,3817.6,0.89026,1.0077,0.72895,0.95592,0.81695,0.9,0.88914,0.54923,0.81695,0.9,0.9375,0.44191,1.00867,0.84335,0.63491,1.04696,0.000617667,0.000617667,0.000617667
559,3824.5,0.71444,0.8388,0.61674,0.81749,0.87618,0.9,0.8915,0.54599,0.87618,0.9,0.94643,0.45834,0.98637,0.79604,0.64327,1.00454,0.000616858,0.000616858,0.000616858
560,3831.44,0.76088,0.88806,0.66146,0.84316,0.89952,0.89564,0.935,0.616,0.89952,0.89564,0.9475,0.49427,0.90621,0.74004,0.55989,0.94127,0.000616068,0.000616068,0.000616068
561,3838.3,0.87089,1.08536,0.82764,0.94169,1,0.88442,0.97833,0.58133,1,0.88442,0.95056,0.50795,0.97238,0.7137,0.54002,0.98092,0.000615297,0.000615297,0.000615297
562,3845.19,0.73706,0.79443,0.65144,0.77191,0.98561,0.9,0.98591,0.55155,0.98561,0.9,0.9575,0.47565,0.9653,0.73456,0.53798,0.98436,0.000614544,0.000614544,0.000614544
563,3851.81,0.74034,0.89968,0.6974,0.79726,0.87199,0.8,0.87556,0.51817,0.98386,0.9,0.96643,0.45022,0.93461,0.8008,0.55979,0.96251,0.00061381,0.00061381,0.00061381
564,3859.01,0.69507,0.89833,0.63319,0.83601,0.77091,0.8,0.85734,0.55219,0.86728,0.9,0.96192,0.43615,0.92366,0.82318,0.5391,0.90501,0.000613095,0.000613095,0.000613095
565,3865.73,0.8339,0.94402,0.87347,0.89943,0.90759,0.98347,0.97682,0.6074,0.90759,0.98347,0.97682,0.48115,0.87699,0.79361,0.49952,0.85312,0.000612399,0.000612399,0.000612399
566,3872.69,0.74802,0.82257,0.64654,0.81845,0.90743,1,0.98591,0.66564,0.90743,1,0.98591,0.50112,0.85435,0.74053,0.46987,0.8212,0.000611722,0.000611722,0.000611722
567,3879.46,0.90272,1.01302,0.77274,0.97771,0.90886,0.99742,0.98591,0.66263,0.89753,0.9,0.97192,0.49907,0.84965,0.74648,0.49017,0.8059,0.000611063,0.000611063,0.000611063
568,3886.25,0.72832,0.82531,0.63617,0.81337,0.90819,0.99011,0.97682,0.60026,0.74119,0.9,0.875,0.42674,0.88959,0.80108,0.51387,0.8098,0.000610423,0.000610423,0.000610423
569,3893.12,0.75285,0.91389,0.63088,0.79633,0.7643,0.97435,0.89135,0.57786,0.7643,0.97435,0.89135,0.42068,0.89692,0.82975,0.53692,0.80331,0.000609803,0.000609803,0.000609803
570,3900.19,0.76228,0.88583,0.64791,0.77284,0.7483,0.89254,0.89698,0.5647,0.7483,0.89254,0.89698,0.41152,0.89016,0.82755,0.5492,0.82053,0.000609201,0.000609201,0.000609201
571,3906.85,0.78969,0.87072,0.73099,0.86339,0.66511,0.79487,0.805,0.52323,0.74854,0.89357,0.89222,0.3939,0.90593,0.83231,0.56645,0.85482,0.000608618,0.000608618,0.000608618
572,3914.11,0.83784,0.93118,0.77984,0.90882,0.66375,0.79037,0.775,0.49892,0.7709,0.8,0.855,0.40275,0.93998,0.80899,0.62291,0.89032,0.000608054,0.000608054,0.000608054
573,3921.09,0.7965,0.85342,0.61864,0.89595,0.6495,0.7,0.74745,0.50529,0.74228,0.8,0.84305,0.39394,0.89281,0.76513,0.63073,0.85579,0.000607509,0.000607509,0.000607509
574,3927.98,0.77444,0.85741,0.6881,0.91728,0.81331,0.9,0.885,0.52383,0.72238,0.8,0.79377,0.42608,0.84913,0.75295,0.66402,0.84818,0.000606983,0.000606983,0.000606983
575,3934.92,0.8272,1.01811,0.66158,0.91907,0.85498,0.9,0.87045,0.50101,0.85498,0.9,0.89167,0.40361,0.80622,0.77096,0.72721,0.82868,0.000606477,0.000606477,0.000606477
